,POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,year
1318,16,Piyush ChawlaPBKS,14,14,45,308,12,4/17,25.66,6.86,22.41,0,0,2009
1319,17,Rohit SharmaDEC,16,12,23,161,11,4/6,14.63,7.00,12.54,1,0,2009
1320,18,Ishant SharmaKKR,11,11,43,297,11,5/12,27.00,6.90,23.45,0,0,2009
1321,19,Dwayne BravoMI,11,11,33,259,11,4/22,23.54,7.80,18.09,0,0,2009
1322,20,Roelof van der MerweRCB,10,10,34,248,9,3/20,27.55,7.29,22.66,0,0,2009
1323,21,Vinay KumarRCB,11,11,32,271,9,4/40,30.11,8.38,21.55,0,0,2009
1324,22,Amit SinghRR,5,5,17,95,9,4/19,10.55,5.42,11.66,1,0,2009
1325,23,Suresh RainaCSK,14,10,27,164,7,2/0,23.42,5.92,23.71,0,0,2009
1326,24,Sanath JayasuriyaMI,12,9,19,163,7,3/14,23.28,8.57,16.28,0,0,2009
1327,25,Brad HodgeKKR,12,9,20,161,7,4/13,23.00,8.05,17.14,0,0,2009
1328,26,Yusuf PathanRR,13,11,35,243,7,3/20,34.71,6.94,30.00,0,0,2009
1329,27,Andrew SymondsDEC,8,8,24,160,7,3/21,22.85,6.66,20.57,0,0,2009
1330,28,Ravindra JadejaRR,13,10,23,151,6,5/16,25.16,6.47,23.33,0,0,2009
1331,29,Ryan HarrisDEC,8,8,31,230,6,4/34,38.33,7.41,31.00,0,0,2009
1332,30,Zaheer KhanMI,6,6,21,142,6,4/17,23.66,6.76,21.00,0,0,2009
1333,31,Shanthakumaran SreesanthPBKS,7,7,23,192,6,3/29,32.00,8.34,23.00,0,0,2009
1334,32,Kamran KhanRR,5,5,17,124,6,3/18,20.66,7.01,17.66,0,0,2009
1335,33,Ajit AgarkarKKR,11,11,31,284,6,3/25,47.33,9.16,31.00,0,0,2009
1336,34,Yuvraj SinghPBKS,14,9,20,142,6,4/29,23.66,7.10,20.00,0,0,2009
1337,35,Jacques KallisRCB,15,14,46,353,6,3/13,58.83,7.67,46.00,0,0,2009
1338,36,Siddharth TrivediRR,7,7,20,152,6,4/25,25.33,7.60,20.00,0,0,2009
1339,37,Dimitri MascarenhasRR,5,5,19,132,6,5/25,22.00,6.82,19.33,0,0,2009
1340,38,Manpreet GonyCSK,7,7,17,172,5,3/31,34.40,10.11,20.40,0,0,2009
1341,39,Ramesh PowarPBKS,9,8,21,132,5,2/11,26.40,6.28,25.20,0,0,2009
1342,40,Dhawal KulkarniMI,8,8,26,206,5,4/14,41.20,7.92,31.20,0,0,2009
1343,41,Brett LeePBKS,5,5,20,111,5,3/15,22.20,5.55,24.00,0,0,2009
1344,42,Tirumalasetti SumanDEC,12,5,15,108,5,2/14,21.60,7.20,18.00,0,0,2009
1345,43,Scott StyrisDEC,2,2,8,64,5,3/32,12.80,8.00,9.60,0,0,2009
1346,44,Jacob OramCSK,11,7,15,133,5,3/32,26.60,8.58,18.60,0,0,2009
1347,45,Sudeep TyagiCSK,8,8,19,136,5,2/18,27.20,7.15,22.80,0,0,2009
1348,46,Shoaib AhmedDEC,7,7,17,152,5,2/20,30.40,8.94,20.40,0,0,2009
1349,47,Dillon du PreezRCB,2,2,7,56,4,3/32,14.00,8.00,10.50,0,0,2009
1350,48,Balachandra AkhilRCB,6,5,11,80,4,2/17,20.00,7.27,16.50,0,0,2009
1351,49,Ashok DindaKKR,9,8,24,193,4,4/18,48.25,8.04,36.00,0,0,2009
1352,50,Chaminda VaasDEC,2,2,8,71,4,3/21,17.75,8.87,12.00,0,0,2009
1353,51,Venugopal RaoDEC,16,6,15,122,4,2/23,30.50,8.13,22.50,0,0,2009
1354,52,Murali KartikKKR,10,10,34,201,4,3/17,50.25,5.91,51.00,0,0,2009
1355,53,Abhishek NayarMI,13,4,12,84,4,3/13,21.00,7.00,18.00,0,0,2009
1356,54,Kevin PietersenRCB,6,4,13,85,4,2/31,21.25,6.53,19.50,0,0,2009
1357,55,JP DuminyMI,13,6,17,93,4,4/17,23.25,5.31,26.25,0,0,2009
1358,56,Wilkin MotaPBKS,8,5,9,61,3,1/24,20.33,6.77,18.00,0,0,2009
1359,57,Shane HarwoodRR,3,3,10,73,3,2/25,24.33,7.30,20.00,0,0,2009
1360,58,Thilan ThusharaCSK,2,2,8,60,3,2/16,20.00,7.50,16.00,0,0,2009
1361,59,Laxmi Ratan ShuklaKKR,9,5,14,100,3,3/25,33.33,7.14,28.00,0,0,2009
1362,60,Ajantha MendisKKR,4,4,16,117,3,2/19,39.00,7.31,32.00,0,0,2009
1363,61,Charl LangeveldtKKR,1,1,4,15,3,3/15,5.00,3.75,8.00,0,0,2009
1364,62,Johan BothaRR,3,3,12,74,3,3/6,24.66,6.16,24.00,0,0,2009
1365,63,Jesse RyderRCB,5,5,17,115,3,2/14,38.33,6.76,34.00,0,0,2009
1366,64,Harmeet Singh BansalDEC,7,7,23,192,3,3/24,64.00,8.40,45.66,0,0,2009
1367,65,Ravichandran AshwinCSK,2,1,4,13,2,4/34,6.50,3.25,12.00,0,0,2009
1368,66,Andrew FlintoffCSK,3,3,11,105,2,1/11,52.50,9.54,33.00,0,0,2009
1369,67,Anureet SinghKKR,3,2,5,47,2,3/23,23.50,9.40,15.00,0,0,2009
1370,68,Chetanya NandaMI,3,3,8,57,2,1/4,28.50,7.12,24.00,0,0,2009
1371,69,Vikramjeet MalikPBKS,5,5,12,98,2,2/14,49.00,8.16,36.00,0,0,2009
1372,70,Dale SteynRCB,3,3,9,62,2,3/11,31.00,6.88,27.00,0,0,2009
1373,71,Sourav GangulyKKR,13,6,12,97,2,2/21,48.50,8.08,36.00,0,0,2009
1374,72,Joginder SharmaCSK,4,4,7,57,2,2/27,28.50,8.14,21.00,0,0,2009
1375,73,KP AppannaRCB,5,5,12,87,2,4/19,43.50,7.25,36.00,0,0,2009
1376,74,Moises HenriquesKKR,4,4,12,107,2,3/12,53.50,8.79,36.50,0,0,2009
1377,75,Pankaj SinghRCB,3,3,7,65,2,2/18,32.50,9.28,21.00,0,0,2009
1378,76,Dwayne SmithDEC,8,8,14,124,1,4/8,124.00,8.85,84.00,0,0,2009
1379,77,Tyron HendersonRR,2,2,6,40,1,1/30,40.00,6.66,36.00,0,0,2009
1380,78,Graham NapierMI,1,1,4,27,1,1/27,27.00,6.75,24.00,0,0,2009
1381,79,Vikram SinghPBKS,5,4,9,82,1,3/29,82.00,9.11,54.00,0,0,2009
1382,80,Chris GayleKKR,7,7,19,144,1,3/21,144.00,7.64,113.00,0,0,2009
1383,81,Rohan RajeMI,4,4,7,72,1,2/16,72.00,10.53,41.00,0,0,2009
1384,1,Sohail TanvirRR,11,11,41,266,22,6/14,12.09,6.46,11.22,1,1,2008
1385,2,Shane WarneRR,15,15,52,404,19,4/21,21.26,7.76,16.42,0,0,2008
1386,3,Shanthakumaran SreesanthPBKS,15,15,51,442,19,3/29,23.26,8.63,16.15,0,0,2008
1387,4,Piyush ChawlaPBKS,15,15,47,389,17,4/17,22.88,8.30,16.52,0,0,2008
1388,5,Albie MorkelCSK,13,13,48,399,17,4/32,23.47,8.31,16.94,1,0,2008
1389,6,Shane WatsonRR,15,15,54,383,17,4/29,22.52,7.07,19.11,0,0,2008
1390,7,Manpreet GonyCSK,16,16,60,443,17,3/31,26.05,7.38,21.17,0,0,2008
1391,8,Yo MaheshDC,11,11,42,370,16,4/36,23.12,8.77,15.81,1,0,2008
1392,9,Irfan PathanPBKS,14,14,53,350,15,3/24,23.33,6.60,21.20,0,0,2008
1393,10,RP SinghDEC,14,14,51,442,15,4/22,29.46,8.61,20.53,0,0,2008
1394,11,MF MaharoofDC,10,10,36,249,15,3/34,16.60,6.91,14.40,0,0,2008
1395,12,Munaf PatelRR,15,15,55,420,14,5/21,30.00,7.63,23.57,0,0,2008
1396,13,Zaheer KhanRCB,11,11,42,357,13,4/17,27.46,8.50,19.38,0,0,2008
1397,14,Siddharth TrivediRR,15,15,48,399,13,4/25,30.69,8.31,22.15,0,0,2008
1398,15,Ashish NehraMI,14,14,45,348,12,4/10,29.00,7.76,22.41,0,0,2008
1399,16,Glenn McGrathDC,14,14,54,357,12,4/29,29.75,6.61,27.00,1,0,2008
1400,17,Umar GulKKR,6,6,22,184,12,4/23,15.33,8.17,11.25,1,0,2008
1401,18,Lakshmipathy BalajiCSK,9,9,33,286,11,5/24,26.00,8.66,18.00,0,1,2008
1402,19,Shaun PollockMI,13,13,46,301,11,3/12,27.36,6.54,25.09,0,0,2008
1403,20,Amit MishraDC,6,6,20,142,11,5/17,12.90,7.15,10.81,0,1,2008
1404,21,Dwayne BravoMI,9,9,28,232,11,4/22,21.09,8.14,15.54,0,0,2008
1405,22,Muttiah MuralitharanCSK,15,15,58,404,11,3/11,36.72,6.96,31.63,0,0,2008
1406,23,Dhawal KulkarniMI,10,10,29,236,11,4/14,21.45,8.00,16.09,0,0,2008
1407,24,Vikram SinghPBKS,13,13,48,420,11,3/29,38.18,8.75,26.18,0,0,2008
1408,25,Pragyan OjhaDEC,13,12,37,284,11,3/11,25.81,7.67,20.18,0,0,2008
1409,26,Praveen KumarRCB,13,13,44,366,11,3/18,33.27,8.19,24.36,0,0,2008
1410,27,Dilhara FernandoMI,5,5,20,160,10,4/18,16.00,8.00,12.00,1,0,2008
1411,28,Dale SteynRCB,10,10,38,252,10,3/11,25.20,6.63,22.80,0,0,2008
1412,29,Shahid AfridiDEC,10,10,30,225,9,3/28,25.00,7.50,20.00,0,0,2008
1413,30,Ajit AgarkarKKR,9,9,26,207,8,3/25,25.87,7.96,19.50,0,0,2008
1414,31,Mohammad AsifDC,8,8,32,296,8,2/19,37.00,9.25,24.00,0,0,2008
1415,32,Joginder SharmaCSK,8,7,24,239,8,2/27,29.87,9.68,18.50,0,0,2008
1416,33,Ashok DindaKKR,13,12,38,258,8,4/18,32.25,6.78,28.50,0,0,2008
1417,34,Yusuf PathanRR,16,13,28,230,8,3/20,28.75,8.16,21.12,0,0,2008
1418,35,Ishant SharmaKKR,13,13,43,331,8,5/12,41.37,7.66,32.37,0,0,2008
1419,36,James HopesPBKS,11,11,28,276,7,2/2,39.42,9.85,24.00,0,0,2008
1420,37,Palani AmarnathCSK,6,6,22,236,7,2/29,33.71,10.72,18.85,0,0,2008
1421,38,Anil KumbleRCB,10,10,38,304,7,5/5,43.42,7.93,32.85,0,0,2008
1422,39,Makhaya NtiniCSK,9,9,35,242,7,4/21,34.57,6.91,30.00,1,0,2008
1423,40,Laxmi Ratan ShuklaKKR,13,9,12,124,6,3/25,20.66,10.33,12.00,0,0,2008
1424,41,Rajat BhatiaDC,9,9,22,183,6,4/15,30.50,8.31,22.00,0,0,2008
1425,42,Sourav GangulyKKR,13,7,20,128,6,2/21,21.33,6.40,20.00,0,0,2008
1426,43,Rohan RajeMI,6,6,16,137,5,2/16,27.40,8.38,19.60,0,0,2008
1427,44,Harbhajan SinghMI,3,3,10,82,5,5/18,16.40,8.20,12.00,0,0,2008
1428,45,Dwayne SmithMI,4,4,11,83,5,4/8,16.60,7.54,13.20,0,0,2008
1429,46,Shoaib AkhtarKKR,3,3,7,54,5,4/11,10.80,7.71,8.40,1,0,2008
1430,47,Chaminda VaasDEC,5,5,17,145,5,3/21,29.00,8.52,20.40,0,0,2008
1431,48,Vinay KumarRCB,8,8,23,182,5,4/40,36.40,7.91,27.60,0,0,2008
1432,49,Pradeep SangwanDC,7,7,24,215,5,3/18,43.00,8.95,28.80,0,0,2008
1433,50,Brett LeePBKS,4,4,16,112,4,3/15,28.00,7.00,24.00,0,0,2008
1434,51,Sanath JayasuriyaMI,14,8,21,159,4,3/14,39.75,7.57,31.50,0,0,2008
1435,52,Sanjay BangarDEC,11,9,25,219,4,2/34,54.75,8.76,37.50,0,0,2008
1436,53,Jacques KallisRCB,11,11,34,311,4,3/13,77.75,9.05,51.50,0,0,2008
1437,54,Paidikalva VijaykumarDEC,9,9,25,199,4,1/17,49.75,7.85,38.00,0,0,2008
1438,55,Scott StyrisDEC,8,8,27,199,3,3/32,66.33,7.37,54.00,0,0,2008
1439,56,Virender SehwagDC,14,7,11,133,3,2/18,44.33,12.09,22.00,0,0,2008
1440,57,Yuvraj SinghPBKS,15,6,9,83,3,4/29,27.66,9.22,18.00,0,0,2008
1441,58,Murali KartikKKR,6,5,14,127,3,3/17,42.33,8.65,29.33,0,0,2008
1442,59,Ramesh PowarPBKS,5,5,12,91,3,2/11,30.33,7.58,24.00,0,0,2008
1443,60,Jacob OramCSK,4,4,16,149,3,3/32,49.66,9.31,32.00,0,0,2008
1444,61,Gajendra SinghRR,4,4,14,141,3,1/33,47.00,10.07,28.00,0,0,2008
1445,62,Dominic ThornelyMI,6,4,7,40,3,2/7,13.33,5.71,14.00,0,0,2008
1446,63,David HusseyKKR,13,5,13,130,2,2/2,65.00,10.00,39.00,0,0,2008
1447,64,Daniel VettoriDC,2,2,8,54,2,3/15,27.00,6.75,24.00,0,0,2008
1448,65,Venugopal RaoDEC,11,7,14,137,2,2/23,68.50,9.78,42.00,0,0,2008
1449,66,Dimitri MascarenhasRR,1,1,4,29,2,5/25,14.50,7.25,12.00,0,0,2008
1450,67,Virat KohliRCB,13,4,7,61,2,2/25,30.50,7.95,23.00,0,0,2008
1451,68,Doddapaneni KalyankrishnaDEC,3,3,8,87,2,1/30,43.50,10.87,24.00,0,0,2008
1452,69,Siddharth ChitnisMI,3,2,6,60,2,2/40,30.00,10.00,18.00,0,0,2008
1453,70,Shoaib MalikDC,7,5,8,85,2,1/6,42.50,10.00,25.50,0,0,2008
1454,71,Balachandra AkhilRCB,7,6,17,134,2,2/17,67.00,7.73,52.00,0,0,2008
1455,72,Musavir KhoteMI,4,2,5,51,2,2/29,25.50,10.20,15.00,0,0,2008
1456,73,Nuwan ZoysaDEC,3,3,11,99,2,1/30,49.50,9.00,33.00,0,0,2008
1457,74,Ashley NoffkeRCB,1,1,4,40,1,1/40,40.00,10.00,24.00,0,0,2008
1458,75,Wilkin MotaPBKS,4,2,3,36,1,1/24,36.00,12.00,18.00,0,0,2008
1459,76,Brett GeevesDC,2,2,8,91,1,1/50,91.00,11.37,48.00,0,0,2008
1460,77,Andre NelMI,1,1,3,31,1,1/31,31.00,10.33,18.00,0,0,2008
1461,78,Rohit SharmaDEC,13,1,4,25,1,4/6,25.00,6.25,24.00,0,0,2008
1462,79,Ajantha MendisKKR,1,1,4,24,1,2/19,24.00,6.00,24.00,0,0,2008
1463,80,Vidyut SivaramakrishnanCSK,9,1,2,22,1,1/22,22.00,11.00,12.00,0,0,2008
1464,81,Suresh RainaCSK,16,2,3,30,1,2/0,30.00,9.00,20.00,0,0,2008
1465,82,Sunil JoshiRCB,4,4,9,82,1,1/27,82.00,8.94,55.00,0,0,2008
1466,83,Dinesh SalunkheRR,6,5,8,78,1,1/21,78.00,9.95,47.00,0,0,2008
1467,84,Dwaraka Ravi TejaDEC,7,1,2,19,1,1/19,19.00,9.50,12.00,0,0,2008
1468,85,Mohammad HafeezKKR,8,2,5,24,1,1/8,24.00,4.80,30.00,0,0,2008
1469,86,Abhishek NayarMI,14,5,7,68,1,3/13,68.00,9.71,42.00,0,0,2008
1470,87,PM Sarvesh KumarDEC,2,2,5,42,1,1/18,42.00,8.40,30.00,0,0,2008
